Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
738¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿Program
1270¿BlockStatement¿¿1304¿¿¿¿{"start":{"line":56,"column":51},"end":{"line":66,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/shellkit/childProcess.js"}¿¿BlockStatement
1271¿CFG_F_START¿¿1271¿__main__¿¿¿¿¿CFG_F_START
1272¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1273¿CFG_F_START¿¿1273¿746_anon¿¿¿¿¿CFG_F_START
1274¿CFG_F_END¿¿0¿746_anon¿¿¿¿¿CFG_F_END
1275¿CFG_F_START¿¿1275¿764_anon¿¿¿¿¿CFG_F_START
1276¿CFG_F_END¿¿0¿764_anon¿¿¿¿¿CFG_F_END
1277¿CFG_F_START¿¿1277¿785_anon¿¿¿¿¿CFG_F_START
1278¿CFG_F_END¿¿0¿785_anon¿¿¿¿¿CFG_F_END
1279¿CFG_F_START¿¿1279¿789_anon¿¿¿¿¿CFG_F_START
1280¿CFG_F_END¿¿0¿789_anon¿¿¿¿¿CFG_F_END
1281¿CFG_IF_END¿¿0¿796¿¿¿¿¿CFG_IF_END
1282¿CFG_IF_END¿¿0¿884¿¿¿¿¿CFG_IF_END
1283¿CFG_IF_END¿¿0¿909¿¿¿¿¿CFG_IF_END
1284¿CFG_IF_END¿¿0¿934¿¿¿¿¿CFG_IF_END
1285¿CFG_F_START¿¿1285¿952_anon¿¿¿¿¿CFG_F_START
1286¿CFG_F_END¿¿0¿952_anon¿¿¿¿¿CFG_F_END
1287¿CFG_F_START¿¿1287¿955_anon¿¿¿¿¿CFG_F_START
1288¿CFG_F_END¿¿0¿955_anon¿¿¿¿¿CFG_F_END
1289¿CFG_F_START¿¿1289¿983_anon¿¿¿¿¿CFG_F_START
1290¿CFG_F_END¿¿0¿983_anon¿¿¿¿¿CFG_F_END
1291¿CFG_F_START¿¿1291¿986_anon¿¿¿¿¿CFG_F_START
1292¿CFG_F_END¿¿0¿986_anon¿¿¿¿¿CFG_F_END
1293¿CFG_F_START¿¿1293¿1015_anon¿¿¿¿¿CFG_F_START
1294¿CFG_F_END¿¿0¿1015_anon¿¿¿¿¿CFG_F_END
1295¿CFG_F_START¿¿1295¿1018_anon¿¿¿¿¿CFG_F_START
1296¿CFG_F_END¿¿0¿1018_anon¿¿¿¿¿CFG_F_END
1297¿CFG_IF_END¿¿0¿1065¿¿¿¿¿CFG_IF_END
1298¿CFG_F_START¿¿1298¿1078_anon¿¿¿¿¿CFG_F_START
1299¿CFG_F_END¿¿0¿1078_anon¿¿¿¿¿CFG_F_END
1300¿CFG_F_START¿¿1300¿1092_anon¿¿¿¿¿CFG_F_START
1301¿CFG_F_END¿¿0¿1092_anon¿¿¿¿¿CFG_F_END
1302¿CFG_IF_END¿¿0¿1140¿¿¿¿¿CFG_IF_END
1303¿CFG_IF_END¿¿0¿1123¿¿¿¿¿CFG_IF_END
1304¿CFG_F_START¿¿1304¿1202_anon¿¿¿¿¿CFG_F_START
1305¿CFG_F_END¿¿0¿1202_anon¿¿¿¿¿CFG_F_END
1306¿CFG_IF_END¿¿0¿1247¿¿¿¿¿CFG_IF_END
1307¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1308¿PDG_OBJECT¿¿0¿1273.this-o167¿¿¿¿¿PDG_OBJECT
1309¿PDG_OBJECT¿¿0¿1273.str-o168¿¿¿¿¿PDG_OBJECT
1310¿PDG_OBJECT¿¿0¿1271.v78-o169¿¿¿¿¿PDG_OBJECT
1311¿PDG_CALL¿¿1271¿1271.CALL->taggedTemplateEscape-o170¿¿¿¿¿PDG_CALL
1312¿PDG_OBJECT¿¿0¿1271.shellEscape-o171¿¿¿¿¿PDG_OBJECT
1313¿PDG_OBJECT¿¿0¿1271.systemShell-o172¿¿¿¿¿PDG_OBJECT
1314¿PDG_CALL¿¿1271¿1271.CALL->os.platform-o173¿¿¿¿¿PDG_CALL
1315¿PDG_OBJECT¿¿0¿1271.v114-o174¿¿¿¿¿PDG_OBJECT
1316¿PDG_OBJECT¿¿0¿1271.v115-o175¿¿¿¿¿PDG_OBJECT
1317¿PDG_OBJECT¿¿0¿1271.v116-o176¿¿¿¿¿PDG_OBJECT
1318¿PDG_OBJECT¿¿0¿1271.v116.0-o177¿¿¿¿¿PDG_OBJECT
1319¿PDG_OBJECT¿¿0¿1271.v116.1-o178¿¿¿¿¿PDG_OBJECT
1320¿PDG_OBJECT¿¿0¿1271.v116.2-o179¿¿¿¿¿PDG_OBJECT
1321¿PDG_OBJECT¿¿0¿1271.v117-o180¿¿¿¿¿PDG_OBJECT
1322¿PDG_OBJECT¿¿0¿1271.v117.0-o181¿¿¿¿¿PDG_OBJECT
1323¿PDG_OBJECT¿¿0¿1271.v117.1-o182¿¿¿¿¿PDG_OBJECT
1324¿PDG_OBJECT¿¿0¿1298.this-o183¿¿¿¿¿PDG_OBJECT
1325¿PDG_OBJECT¿¿0¿1298.options-o184¿¿¿¿¿PDG_OBJECT
1326¿PDG_OBJECT¿¿0¿1298.strings-o185¿¿¿¿¿PDG_OBJECT
1327¿PDG_OBJECT¿¿0¿1298.undefined-o186¿¿¿¿¿PDG_OBJECT
1328¿PDG_OBJECT¿¿0¿1271.execWithOptions-o187¿¿¿¿¿PDG_OBJECT
1329¿PDG_OBJECT¿¿0¿1273.v76-o188¿¿¿¿¿PDG_OBJECT
1330¿PDG_OBJECT¿¿0¿1273.v76.0-o189¿¿¿¿¿PDG_OBJECT
1331¿PDG_CALL¿¿1273¿1273.CALL->shellEscapeArray-o190¿¿¿¿¿PDG_CALL
1332¿PDG_OBJECT¿¿0¿1273.v77-o191¿¿¿¿¿PDG_OBJECT
1333¿PDG_RETURN¿¿0¿1273.RET_OBJ-o192¿¿¿¿¿PDG_RETURN
1334¿PDG_OBJECT¿¿0¿1275.v79-o193¿¿¿¿¿PDG_OBJECT
1335¿PDG_CALL¿¿1275¿1275.CALL->childProcess.spawn-o194¿¿¿¿¿PDG_CALL
1336¿PDG_OBJECT¿¿0¿1275.child-o195¿¿¿¿¿PDG_OBJECT
1337¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
1338¿PDG_OBJECT¿¿0¿1277.this-o196¿¿¿¿¿PDG_OBJECT
1339¿PDG_OBJECT¿¿0¿1277.resolve-o197¿¿¿¿¿PDG_OBJECT
1340¿PDG_OBJECT¿¿0¿1277.reject-o198¿¿¿¿¿PDG_OBJECT
1341¿PDG_OBJECT¿¿0¿1275.v85-o199¿¿¿¿¿PDG_OBJECT
1342¿PDG_CALL¿¿1275¿1275.CALL->Promise-o200¿¿¿¿¿PDG_CALL
1343¿PDG_OBJECT¿¿0¿1275.p-o201¿¿¿¿¿PDG_OBJECT
1344¿PDG_OBJECT¿¿0¿1275.p.then-o202¿¿¿¿¿PDG_OBJECT
1345¿PDG_CALL¿¿1275¿1275.CALL->v86.bind-o203¿¿¿¿¿PDG_CALL
1346¿PDG_OBJECT¿¿0¿1275.v87-o204¿¿¿¿¿PDG_OBJECT
1347¿PDG_OBJECT¿¿0¿1275.child-o205¿¿¿¿¿PDG_OBJECT
1348¿PDG_OBJECT¿¿0¿1275.child.then-o206¿¿¿¿¿PDG_OBJECT
1349¿PDG_OBJECT¿¿0¿1275.p.catch-o207¿¿¿¿¿PDG_OBJECT
1350¿PDG_CALL¿¿1275¿1275.CALL->v88.bind-o208¿¿¿¿¿PDG_CALL
1351¿PDG_OBJECT¿¿0¿1275.v89-o209¿¿¿¿¿PDG_OBJECT
1352¿PDG_OBJECT¿¿0¿1275.child-o210¿¿¿¿¿PDG_OBJECT
1353¿PDG_OBJECT¿¿0¿1275.child.catch-o211¿¿¿¿¿PDG_OBJECT
1354¿PDG_OBJECT¿¿0¿1275.child.stdin-o212¿¿¿¿¿PDG_OBJECT
1355¿PDG_OBJECT¿¿0¿1275.v91-o213¿¿¿¿¿PDG_OBJECT
1356¿PDG_CALL¿¿1275¿1275.CALL->stream-o214¿¿¿¿¿PDG_CALL
1357¿PDG_OBJECT¿¿0¿1275.v93-o215¿¿¿¿¿PDG_OBJECT
1358¿PDG_OBJECT¿¿0¿1275.child-o216¿¿¿¿¿PDG_OBJECT
1359¿PDG_OBJECT¿¿0¿1275.child.stdin-o217¿¿¿¿¿PDG_OBJECT
1360¿PDG_OBJECT¿¿0¿1275.child.stdout-o218¿¿¿¿¿PDG_OBJECT
1361¿PDG_OBJECT¿¿0¿1275.v95-o219¿¿¿¿¿PDG_OBJECT
1362¿PDG_CALL¿¿1275¿1275.CALL->stream-o220¿¿¿¿¿PDG_CALL
1363¿PDG_OBJECT¿¿0¿1275.v97-o221¿¿¿¿¿PDG_OBJECT
1364¿PDG_OBJECT¿¿0¿1275.child-o222¿¿¿¿¿PDG_OBJECT
1365¿PDG_OBJECT¿¿0¿1275.child.stdout-o223¿¿¿¿¿PDG_OBJECT
1366¿PDG_OBJECT¿¿0¿1275.child.stderr-o224¿¿¿¿¿PDG_OBJECT
1367¿PDG_OBJECT¿¿0¿1275.v99-o225¿¿¿¿¿PDG_OBJECT
1368¿PDG_CALL¿¿1275¿1275.CALL->stream-o226¿¿¿¿¿PDG_CALL
1369¿PDG_OBJECT¿¿0¿1275.v101-o227¿¿¿¿¿PDG_OBJECT
1370¿PDG_OBJECT¿¿0¿1275.child-o228¿¿¿¿¿PDG_OBJECT
1371¿PDG_OBJECT¿¿0¿1275.child.stderr-o229¿¿¿¿¿PDG_OBJECT
1372¿PDG_OBJECT¿¿0¿1285.this-o230¿¿¿¿¿PDG_OBJECT
1373¿PDG_OBJECT¿¿0¿1285.resolve-o231¿¿¿¿¿PDG_OBJECT
1374¿PDG_OBJECT¿¿0¿1275.v105-o232¿¿¿¿¿PDG_OBJECT
1375¿PDG_OBJECT¿¿0¿1275.child-o233¿¿¿¿¿PDG_OBJECT
1376¿PDG_OBJECT¿¿0¿1275.child.code-o234¿¿¿¿¿PDG_OBJECT
1377¿PDG_OBJECT¿¿0¿1289.this-o235¿¿¿¿¿PDG_OBJECT
1378¿PDG_OBJECT¿¿0¿1289.resolve-o236¿¿¿¿¿PDG_OBJECT
1379¿PDG_OBJECT¿¿0¿1275.v109-o237¿¿¿¿¿PDG_OBJECT
1380¿PDG_OBJECT¿¿0¿1275.child-o238¿¿¿¿¿PDG_OBJECT
1381¿PDG_OBJECT¿¿0¿1275.child.signal-o239¿¿¿¿¿PDG_OBJECT
1382¿PDG_OBJECT¿¿0¿1293.this-o240¿¿¿¿¿PDG_OBJECT
1383¿PDG_OBJECT¿¿0¿1293.resolve-o241¿¿¿¿¿PDG_OBJECT
1384¿PDG_OBJECT¿¿0¿1275.v113-o242¿¿¿¿¿PDG_OBJECT
1385¿PDG_OBJECT¿¿0¿1275.child-o243¿¿¿¿¿PDG_OBJECT
1386¿PDG_OBJECT¿¿0¿1275.child.close-o244¿¿¿¿¿PDG_OBJECT
1387¿PDG_RETURN¿¿0¿1275.RET_OBJ-o245¿¿¿¿¿PDG_RETURN
1388¿PDG_OBJECT¿¿0¿1279.this-o246¿¿¿¿¿PDG_OBJECT
1389¿PDG_OBJECT¿¿0¿1279.code-o247¿¿¿¿¿PDG_OBJECT
1390¿PDG_OBJECT¿¿0¿1279.signal-o248¿¿¿¿¿PDG_OBJECT
1391¿PDG_OBJECT¿¿0¿1277.v83-o249¿¿¿¿¿PDG_OBJECT
1392¿PDG_CALL¿¿1277¿1277.CALL->child.on-o250¿¿¿¿¿PDG_CALL
1393¿PDG_OBJECT¿¿0¿1277.v84-o251¿¿¿¿¿PDG_OBJECT
1394¿PDG_CALL¿¿1279¿1279.CALL->Error-o252¿¿¿¿¿PDG_CALL
1395¿PDG_OBJECT¿¿0¿1279.e-o253¿¿¿¿¿PDG_OBJECT
1396¿PDG_OBJECT¿¿0¿1279.e-o254¿¿¿¿¿PDG_OBJECT
1397¿PDG_OBJECT¿¿0¿1279.e.code-o255¿¿¿¿¿PDG_OBJECT
1398¿PDG_OBJECT¿¿0¿1279.e-o256¿¿¿¿¿PDG_OBJECT
1399¿PDG_OBJECT¿¿0¿1279.e.signal-o257¿¿¿¿¿PDG_OBJECT
1400¿PDG_CALL¿¿1279¿1279.CALL->reject-o258¿¿¿¿¿PDG_CALL
1401¿PDG_OBJECT¿¿0¿1279.v81-o259¿¿¿¿¿PDG_OBJECT
1402¿PDG_CALL¿¿1279¿1279.CALL->resolve-o260¿¿¿¿¿PDG_CALL
1403¿PDG_OBJECT¿¿0¿1279.v82-o261¿¿¿¿¿PDG_OBJECT
1404¿PDG_OBJECT¿¿0¿1287.this-o262¿¿¿¿¿PDG_OBJECT
1405¿PDG_OBJECT¿¿0¿1287.code-o263¿¿¿¿¿PDG_OBJECT
1406¿PDG_OBJECT¿¿0¿1285.v103-o264¿¿¿¿¿PDG_OBJECT
1407¿PDG_CALL¿¿1285¿1285.CALL->child.on-o265¿¿¿¿¿PDG_CALL
1408¿PDG_OBJECT¿¿0¿1285.v104-o266¿¿¿¿¿PDG_OBJECT
1409¿PDG_RETURN¿¿0¿1285.RET_OBJ-o267¿¿¿¿¿PDG_RETURN
1410¿PDG_CALL¿¿1287¿1287.CALL->resolve-o268¿¿¿¿¿PDG_CALL
1411¿PDG_OBJECT¿¿0¿1287.v102-o269¿¿¿¿¿PDG_OBJECT
1412¿PDG_RETURN¿¿0¿1287.RET_OBJ-o270¿¿¿¿¿PDG_RETURN
1413¿PDG_OBJECT¿¿0¿1291.this-o271¿¿¿¿¿PDG_OBJECT
1414¿PDG_OBJECT¿¿0¿1291.code-o272¿¿¿¿¿PDG_OBJECT
1415¿PDG_OBJECT¿¿0¿1291.signal-o273¿¿¿¿¿PDG_OBJECT
1416¿PDG_OBJECT¿¿0¿1289.v107-o274¿¿¿¿¿PDG_OBJECT
1417¿PDG_CALL¿¿1289¿1289.CALL->child.on-o275¿¿¿¿¿PDG_CALL
1418¿PDG_OBJECT¿¿0¿1289.v108-o276¿¿¿¿¿PDG_OBJECT
1419¿PDG_RETURN¿¿0¿1289.RET_OBJ-o277¿¿¿¿¿PDG_RETURN
1420¿PDG_CALL¿¿1291¿1291.CALL->resolve-o278¿¿¿¿¿PDG_CALL
1421¿PDG_OBJECT¿¿0¿1291.v106-o279¿¿¿¿¿PDG_OBJECT
1422¿PDG_RETURN¿¿0¿1291.RET_OBJ-o280¿¿¿¿¿PDG_RETURN
1423¿PDG_OBJECT¿¿0¿1295.this-o281¿¿¿¿¿PDG_OBJECT
1424¿PDG_OBJECT¿¿0¿1293.v111-o282¿¿¿¿¿PDG_OBJECT
1425¿PDG_CALL¿¿1293¿1293.CALL->child.on-o283¿¿¿¿¿PDG_CALL
1426¿PDG_OBJECT¿¿0¿1293.v112-o284¿¿¿¿¿PDG_OBJECT
1427¿PDG_RETURN¿¿0¿1293.RET_OBJ-o285¿¿¿¿¿PDG_RETURN
1428¿PDG_CALL¿¿1295¿1295.CALL->resolve-o286¿¿¿¿¿PDG_CALL
1429¿PDG_OBJECT¿¿0¿1295.v110-o287¿¿¿¿¿PDG_OBJECT
1430¿PDG_RETURN¿¿0¿1295.RET_OBJ-o288¿¿¿¿¿PDG_RETURN
1431¿PDG_OBJECT¿¿0¿1298.v118-o289¿¿¿¿¿PDG_OBJECT
1432¿PDG_OBJECT¿¿0¿1300.this-o290¿¿¿¿¿PDG_OBJECT
1433¿PDG_OBJECT¿¿0¿1300.value-o291¿¿¿¿¿PDG_OBJECT
1434¿PDG_OBJECT¿¿0¿1298.v132-o292¿¿¿¿¿PDG_OBJECT
1435¿PDG_CALL¿¿1298¿1298.CALL->values.map-o293¿¿¿¿¿PDG_CALL
1436¿PDG_OBJECT¿¿0¿1298.values-o294¿¿¿¿¿PDG_OBJECT
1437¿PDG_CALL¿¿1298¿1298.CALL->shellEscape-o295¿¿¿¿¿PDG_CALL
1438¿PDG_OBJECT¿¿0¿1298.command-o296¿¿¿¿¿PDG_OBJECT
1439¿PDG_OBJECT¿¿0¿1298.systemShell.0-o297¿¿¿¿¿PDG_OBJECT
1440¿PDG_CALL¿¿1298¿1298.CALL->systemShell.slice-o298¿¿¿¿¿PDG_CALL
1441¿PDG_OBJECT¿¿0¿1298.v134-o299¿¿¿¿¿PDG_OBJECT
1442¿PDG_OBJECT¿¿0¿1298.v135-o300¿¿¿¿¿PDG_OBJECT
1443¿PDG_OBJECT¿¿0¿1298.v135.0-o301¿¿¿¿¿PDG_OBJECT
1444¿PDG_CALL¿¿1298¿1298.CALL->v134.concat-o302¿¿¿¿¿PDG_CALL
1445¿PDG_OBJECT¿¿0¿1298.v136-o303¿¿¿¿¿PDG_OBJECT
1446¿PDG_CALL¿¿1298¿1298.CALL->spawn-o304¿¿¿¿¿PDG_CALL
1447¿PDG_OBJECT¿¿0¿1298.v137-o305¿¿¿¿¿PDG_OBJECT
1448¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
1449¿PDG_RETURN¿¿0¿1298.RET_OBJ-o306¿¿¿¿¿PDG_RETURN
1450¿PDG_OBJECT¿¿0¿1300.v120-o307¿¿¿¿¿PDG_OBJECT
1451¿PDG_OBJECT¿¿0¿1300.v122-o308¿¿¿¿¿PDG_OBJECT
1452¿PDG_OBJECT¿¿0¿1300.v125-o309¿¿¿¿¿PDG_OBJECT
1453¿PDG_CALL¿¿1300¿1300.CALL->value.toString-o310¿¿¿¿¿PDG_CALL
1454¿PDG_OBJECT¿¿0¿1300.v127-o311¿¿¿¿¿PDG_OBJECT
1455¿PDG_RETURN¿¿0¿1300.RET_OBJ-o312¿¿¿¿¿PDG_RETURN
1456¿PDG_OBJECT¿¿0¿1300.v129-o313¿¿¿¿¿PDG_OBJECT
1457¿PDG_RETURN¿¿0¿1300.RET_OBJ-o314¿¿¿¿¿PDG_RETURN
1458¿PDG_CALL¿¿1300¿1300.CALL->Error-o315¿¿¿¿¿PDG_CALL
1459¿PDG_OBJECT¿¿0¿1300.v131-o316¿¿¿¿¿PDG_OBJECT
1460¿PDG_OBJECT¿¿0¿1304.v139-o317¿¿¿¿¿PDG_OBJECT
1461¿PDG_CALL¿¿1304¿1304.CALL->Array.isArray-o318¿¿¿¿¿PDG_CALL
1462¿PDG_OBJECT¿¿0¿1304.v140-o319¿¿¿¿¿PDG_OBJECT
1463¿PDG_OBJECT¿¿0¿1304.v142-o320¿¿¿¿¿PDG_OBJECT
1464¿PDG_OBJECT¿¿0¿1304.v144-o321¿¿¿¿¿PDG_OBJECT
1465¿PDG_OBJECT¿¿0¿1304.v145-o322¿¿¿¿¿PDG_OBJECT
1466¿PDG_CALL¿¿1304¿1304.CALL->Array.isArray-o323¿¿¿¿¿PDG_CALL
1467¿PDG_OBJECT¿¿0¿1304.v146-o324¿¿¿¿¿PDG_OBJECT
1468¿PDG_OBJECT¿¿0¿1304.v147-o325¿¿¿¿¿PDG_OBJECT
1469¿PDG_CALL¿¿1304¿1304.CALL->execWithOptions.bind-o326¿¿¿¿¿PDG_CALL
1470¿PDG_OBJECT¿¿0¿1304.v148-o327¿¿¿¿¿PDG_OBJECT
1471¿PDG_RETURN¿¿0¿1304.RET_OBJ-o328¿¿¿¿¿PDG_RETURN
1472¿PDG_OBJECT¿¿0¿1304.v149-o329¿¿¿¿¿PDG_OBJECT
1473¿PDG_CALL¿¿1304¿1304.CALL->execWithOptions-o330¿¿¿¿¿PDG_CALL
1474¿PDG_OBJECT¿¿0¿1304.v150-o331¿¿¿¿¿PDG_OBJECT
1475¿PDG_RETURN¿¿0¿1304.RET_OBJ-o332¿¿¿¿¿PDG_RETURN
