Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
821¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Program
1216¿Identifier¿¿1471¿content¿¿¿{"start":{"line":54,"column":27},"end":{"line":54,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1217¿TemplateLiteral¿¿1471¿¿¿¿{"start":{"line":54,"column":36},"end":{"line":54,"column":129},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿TemplateLiteral
1218¿Identifier¿¿1471¿action¿¿¿{"start":{"line":54,"column":53},"end":{"line":54,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1219¿Identifier¿¿1471¿v163¿¿¿¿¿Identifier
1220¿Identifier¿¿1471¿serviceName¿¿¿{"start":{"line":54,"column":112},"end":{"line":54,"column":123},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1221¿VariableDeclarator¿¿1471¿v165¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":132},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1222¿CallExpression¿¿1471¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":132},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿CallExpression
1223¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1224¿Identifier¿¿1471¿v162¿¿¿¿¿Identifier
1225¿Identifier¿¿1471¿send¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1226¿Identifier¿¿1471¿v164¿¿¿¿¿Identifier
1227¿ExpressionStatement¿¿1471¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":133},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ExpressionStatement
1228¿Identifier¿¿1471¿v165¿¿¿¿¿Identifier
1229¿VariableDeclarator¿¿1471¿v166¿¿¿{"start":{"line":56,"column":27},"end":{"line":56,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1230¿ObjectExpression¿¿1471¿¿¿¿{"start":{"line":56,"column":27},"end":{"line":56,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ObjectExpression
1231¿Property¿¿1471¿¿¿¿{"start":{"line":56,"column":29},"end":{"line":56,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Property
1232¿Identifier¿¿1471¿windowsHide¿¿¿{"start":{"line":56,"column":29},"end":{"line":56,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1233¿Literal¿boolean¿1471¿¿true¿¿{"start":{"line":56,"column":42},"end":{"line":56,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Literal
1234¿VariableDeclarator¿¿1471¿v193¿¿¿{"start":{"line":56,"column":50},"end":{"line":77,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1235¿ArrowFunctionExpression¿¿1471¿¿¿¿{"start":{"line":56,"column":50},"end":{"line":77,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ArrowFunctionExpression
1236¿Identifier¿¿0¿error¿¿¿{"start":{"line":56,"column":51},"end":{"line":56,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1237¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":56,"column":58},"end":{"line":56,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1238¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":56,"column":66},"end":{"line":56,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1239¿IfStatement¿¿1481¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":61,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿IfStatement
1240¿Identifier¿¿1481¿error¿¿¿{"start":{"line":57,"column":10},"end":{"line":57,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1241¿VariableDeclarator¿¿1481¿v167¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1242¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1243¿ThisExpression¿¿1481¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ThisExpression
1244¿Identifier¿¿1481¿logger¿¿¿{"start":{"line":58,"column":13},"end":{"line":58,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1245¿VariableDeclarator¿¿1481¿v168¿¿¿{"start":{"line":58,"column":74},"end":{"line":58,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1246¿CallExpression¿¿1481¿¿¿¿{"start":{"line":58,"column":74},"end":{"line":58,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿CallExpression
1247¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":58,"column":74},"end":{"line":58,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1248¿Identifier¿¿1481¿argv¿¿¿{"start":{"line":58,"column":74},"end":{"line":58,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1249¿Identifier¿¿1481¿join¿¿¿{"start":{"line":58,"column":79},"end":{"line":58,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1250¿Literal¿string¿1481¿¿' '¿¿{"start":{"line":58,"column":84},"end":{"line":58,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Literal
1251¿VariableDeclarator¿¿1481¿v169¿¿¿{"start":{"line":58,"column":94},"end":{"line":58,"column":107},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1252¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":58,"column":94},"end":{"line":58,"column":107},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1253¿Identifier¿¿1481¿error¿¿¿{"start":{"line":58,"column":94},"end":{"line":58,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1254¿Identifier¿¿1481¿message¿¿¿{"start":{"line":58,"column":100},"end":{"line":58,"column":107},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1255¿VariableDeclarator¿¿1481¿v170¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1256¿TemplateLiteral¿¿1481¿¿¿¿{"start":{"line":58,"column":26},"end":{"line":58,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿TemplateLiteral
1257¿Identifier¿¿1481¿v168¿¿¿¿¿Identifier
1258¿Identifier¿¿1481¿v169¿¿¿¿¿Identifier
1259¿VariableDeclarator¿¿1481¿v171¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":110},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1260¿CallExpression¿¿1481¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":110},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿CallExpression
1261¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1262¿Identifier¿¿1481¿v167¿¿¿¿¿Identifier
1263¿Identifier¿¿1481¿error¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1264¿Identifier¿¿1481¿v170¿¿¿¿¿Identifier
1265¿ExpressionStatement¿¿1481¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":111},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ExpressionStatement
1266¿Identifier¿¿1481¿v171¿¿¿¿¿Identifier
1267¿IfStatement¿¿1481¿¿¿¿{"start":{"line":59,"column":8},"end":{"line":59,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿IfStatement
1268¿Identifier¿¿1481¿stderr¿¿¿{"start":{"line":59,"column":12},"end":{"line":59,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1269¿VariableDeclarator¿¿1481¿v172¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1270¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1271¿ThisExpression¿¿1481¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ThisExpression
1272¿Identifier¿¿1481¿logger¿¿¿{"start":{"line":59,"column":25},"end":{"line":59,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1273¿VariableDeclarator¿¿1481¿v173¿¿¿{"start":{"line":59,"column":38},"end":{"line":59,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1274¿TemplateLiteral¿¿1481¿¿¿¿{"start":{"line":59,"column":38},"end":{"line":59,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿TemplateLiteral
1275¿Identifier¿¿1481¿stderr¿¿¿{"start":{"line":59,"column":64},"end":{"line":59,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1276¿VariableDeclarator¿¿1481¿v174¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1277¿CallExpression¿¿1481¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿CallExpression
1278¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1279¿Identifier¿¿1481¿v172¿¿¿¿¿Identifier
1280¿Identifier¿¿1481¿error¿¿¿{"start":{"line":59,"column":32},"end":{"line":59,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1281¿Identifier¿¿1481¿v173¿¿¿¿¿Identifier
1282¿ExpressionStatement¿¿1481¿¿¿¿{"start":{"line":59,"column":20},"end":{"line":59,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ExpressionStatement
1283¿Identifier¿¿1481¿v174¿¿¿¿¿Identifier
1284¿BlockStatement¿¿1481¿¿¿¿¿¿BlockStatement
1285¿VariableDeclarator¿¿1481¿v175¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1286¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1287¿Identifier¿¿1481¿message¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1288¿Identifier¿¿1481¿channel¿¿¿{"start":{"line":60,"column":23},"end":{"line":60,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1289¿VariableDeclarator¿¿1481¿v176¿¿¿{"start":{"line":60,"column":78},"end":{"line":60,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1290¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":60,"column":78},"end":{"line":60,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1291¿Identifier¿¿1481¿serverDetails¿¿¿{"start":{"line":60,"column":78},"end":{"line":60,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1292¿Identifier¿¿1481¿display_name¿¿¿{"start":{"line":60,"column":92},"end":{"line":60,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1293¿VariableDeclarator¿¿1481¿v177¿¿¿{"start":{"line":60,"column":117},"end":{"line":60,"column":130},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1294¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":60,"column":117},"end":{"line":60,"column":130},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1295¿Identifier¿¿1481¿error¿¿¿{"start":{"line":60,"column":117},"end":{"line":60,"column":122},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1296¿Identifier¿¿1481¿message¿¿¿{"start":{"line":60,"column":123},"end":{"line":60,"column":130},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1297¿VariableDeclarator¿¿1481¿v178¿¿¿{"start":{"line":60,"column":36},"end":{"line":60,"column":163},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1298¿ObjectExpression¿¿1481¿¿¿¿{"start":{"line":60,"column":36},"end":{"line":60,"column":163},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ObjectExpression
1299¿Property¿¿1481¿¿¿¿{"start":{"line":60,"column":38},"end":{"line":60,"column":161},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Property
1300¿Identifier¿¿1481¿content¿¿¿{"start":{"line":60,"column":38},"end":{"line":60,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1301¿TemplateLiteral¿¿1481¿¿¿¿{"start":{"line":60,"column":47},"end":{"line":60,"column":161},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿TemplateLiteral
1302¿Identifier¿¿1481¿action¿¿¿{"start":{"line":60,"column":60},"end":{"line":60,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1303¿Identifier¿¿1481¿v176¿¿¿¿¿Identifier
1304¿Identifier¿¿1481¿v177¿¿¿¿¿Identifier
1305¿VariableDeclarator¿¿1481¿v179¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":164},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1306¿CallExpression¿¿1481¿¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":164},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿CallExpression
1307¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1308¿Identifier¿¿1481¿v175¿¿¿¿¿Identifier
1309¿Identifier¿¿1481¿send¿¿¿{"start":{"line":60,"column":31},"end":{"line":60,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1310¿Identifier¿¿1481¿v178¿¿¿¿¿Identifier
1311¿ReturnStatement¿¿1481¿¿¿¿{"start":{"line":60,"column":8},"end":{"line":60,"column":165},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ReturnStatement
1312¿Identifier¿¿1481¿v179¿¿¿¿¿Identifier
1313¿BlockStatement¿¿1481¿¿¿¿{"start":{"line":57,"column":17},"end":{"line":61,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿BlockStatement
1314¿VariableDeclarator¿¿1481¿v180¿¿¿{"start":{"line":63,"column":37},"end":{"line":63,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1315¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":63,"column":37},"end":{"line":63,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1316¿Identifier¿¿1481¿serverDetails¿¿¿{"start":{"line":63,"column":37},"end":{"line":63,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1317¿Identifier¿¿1481¿display_name¿¿¿{"start":{"line":63,"column":51},"end":{"line":63,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1318¿VariableDeclarator¿¿1481¿outputMessage¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1319¿TemplateLiteral¿¿1481¿¿¿¿{"start":{"line":63,"column":26},"end":{"line":63,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿TemplateLiteral
1320¿Identifier¿¿1481¿v180¿¿¿¿¿Identifier
1321¿Identifier¿¿1481¿action¿¿¿{"start":{"line":63,"column":68},"end":{"line":63,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1322¿IfStatement¿¿1481¿¿¿¿{"start":{"line":64,"column":6},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿IfStatement
1323¿Identifier¿¿1481¿stdout¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1324¿VariableDeclarator¿¿1481¿v181¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1325¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1326¿ThisExpression¿¿1481¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ThisExpression
1327¿Identifier¿¿1481¿logger¿¿¿{"start":{"line":65,"column":13},"end":{"line":65,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1328¿VariableDeclarator¿¿1481¿v182¿¿¿{"start":{"line":65,"column":25},"end":{"line":65,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1329¿TemplateLiteral¿¿1481¿¿¿¿{"start":{"line":65,"column":25},"end":{"line":65,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿TemplateLiteral
1330¿Identifier¿¿1481¿stdout¿¿¿{"start":{"line":65,"column":51},"end":{"line":65,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1331¿VariableDeclarator¿¿1481¿v183¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
1332¿CallExpression¿¿1481¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿CallExpression
1333¿MemberExpression¿¿1481¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿MemberExpression
1334¿Identifier¿¿1481¿v181¿¿¿¿¿Identifier
1335¿Identifier¿¿1481¿info¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1336¿Identifier¿¿1481¿v182¿¿¿¿¿Identifier
1337¿ExpressionStatement¿¿1481¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ExpressionStatement
1338¿Identifier¿¿1481¿v183¿¿¿¿¿Identifier
1339¿ExpressionStatement¿¿1481¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿ExpressionStatement
1340¿AssignmentExpression¿+=¿1481¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿AssignmentExpression
1341¿Identifier¿¿1481¿outputMessage¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1342¿TemplateLiteral¿¿1481¿¿¿¿{"start":{"line":66,"column":25},"end":{"line":66,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿TemplateLiteral
1343¿Identifier¿¿1481¿stdout¿¿¿{"start":{"line":66,"column":45},"end":{"line":66,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1344¿BlockStatement¿¿1481¿¿¿¿{"start":{"line":64,"column":18},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿BlockStatement
1345¿IfStatement¿¿1481¿¿¿¿{"start":{"line":68,"column":6},"end":{"line":71,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿IfStatement
1346¿Identifier¿¿1481¿stderr¿¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿Identifier
1347¿VariableDeclarator¿¿1481¿v184¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ModBot/servermanager.js"}¿¿VariableDeclarator
