Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
819¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":155,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Program
1300¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1301¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1302¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1303¿Identifier¿¿1460¿v76¿¿¿¿¿Identifier
1304¿Literal¿string¿1460¿¿'1'¿¿{"start":{"line":131,"column":6},"end":{"line":131,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1305¿Literal¿string¿1460¿¿'Single'¿¿{"start":{"line":131,"column":11},"end":{"line":131,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1306¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1307¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1308¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1309¿Identifier¿¿1460¿v76¿¿¿¿¿Identifier
1310¿Literal¿string¿1460¿¿'2'¿¿{"start":{"line":132,"column":6},"end":{"line":132,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1311¿Literal¿string¿1460¿¿'Married'¿¿{"start":{"line":132,"column":11},"end":{"line":132,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1312¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1313¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1314¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1315¿Identifier¿¿1460¿v76¿¿¿¿¿Identifier
1316¿Literal¿string¿1460¿¿'3'¿¿{"start":{"line":133,"column":6},"end":{"line":133,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1317¿Literal¿string¿1460¿¿'Divorced'¿¿{"start":{"line":133,"column":11},"end":{"line":133,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1318¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1319¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1320¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":130,"column":21},"end":{"line":135,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1321¿Identifier¿¿1460¿v76¿¿¿¿¿Identifier
1322¿Literal¿string¿1460¿¿'4'¿¿{"start":{"line":134,"column":6},"end":{"line":134,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1323¿Literal¿string¿1460¿¿'Separated'¿¿{"start":{"line":134,"column":11},"end":{"line":134,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1324¿VariableDeclarator¿¿1460¿v77¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿VariableDeclarator
1325¿ObjectExpression¿¿1460¿¿¿¿¿¿ObjectExpression
1326¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1327¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1328¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1329¿Identifier¿¿1460¿v77¿¿¿¿¿Identifier
1330¿Literal¿string¿1460¿¿'LevelManagement'¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1331¿Identifier¿¿1460¿v72¿¿¿¿¿Identifier
1332¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1333¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1334¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1335¿Identifier¿¿1460¿v77¿¿¿¿¿Identifier
1336¿Literal¿string¿1460¿¿'Gender'¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1337¿Identifier¿¿1460¿v73¿¿¿¿¿Identifier
1338¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1339¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1340¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1341¿Identifier¿¿1460¿v77¿¿¿¿¿Identifier
1342¿Literal¿string¿1460¿¿'Age'¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1343¿Identifier¿¿1460¿v74¿¿¿¿¿Identifier
1344¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1345¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1346¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1347¿Identifier¿¿1460¿v77¿¿¿¿¿Identifier
1348¿Literal¿string¿1460¿¿'EducationLevel'¿¿{"start":{"line":129,"column":4},"end":{"line":129,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1349¿Identifier¿¿1460¿v75¿¿¿¿¿Identifier
1350¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1351¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1352¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":119,"column":27},"end":{"line":136,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1353¿Identifier¿¿1460¿v77¿¿¿¿¿Identifier
1354¿Literal¿string¿1460¿¿'MaritalStatus'¿¿{"start":{"line":130,"column":4},"end":{"line":130,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1355¿Identifier¿¿1460¿v76¿¿¿¿¿Identifier
1356¿VariableDeclarator¿¿1460¿v78¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿VariableDeclarator
1357¿ObjectExpression¿¿1460¿¿¿¿¿¿ObjectExpression
1358¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1359¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1360¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1361¿Identifier¿¿1460¿v78¿¿¿¿¿Identifier
1362¿Literal¿string¿1460¿¿'LevelManagement'¿¿{"start":{"line":138,"column":4},"end":{"line":138,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1363¿Literal¿string¿1460¿¿'nominal'¿¿{"start":{"line":138,"column":23},"end":{"line":138,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1364¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1365¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1366¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1367¿Identifier¿¿1460¿v78¿¿¿¿¿Identifier
1368¿Literal¿string¿1460¿¿'Gender'¿¿{"start":{"line":139,"column":4},"end":{"line":139,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1369¿Literal¿string¿1460¿¿'nominal'¿¿{"start":{"line":139,"column":14},"end":{"line":139,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1370¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1371¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1372¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1373¿Identifier¿¿1460¿v78¿¿¿¿¿Identifier
1374¿Literal¿string¿1460¿¿'Age'¿¿{"start":{"line":140,"column":4},"end":{"line":140,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1375¿Literal¿string¿1460¿¿'nominal'¿¿{"start":{"line":140,"column":11},"end":{"line":140,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1376¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1377¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1378¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1379¿Identifier¿¿1460¿v78¿¿¿¿¿Identifier
1380¿Literal¿string¿1460¿¿'EducationLevel'¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1381¿Literal¿string¿1460¿¿'nominal'¿¿{"start":{"line":141,"column":22},"end":{"line":141,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1382¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1383¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1384¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1385¿Identifier¿¿1460¿v78¿¿¿¿¿Identifier
1386¿Literal¿string¿1460¿¿'MaritalStatus'¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1387¿Literal¿string¿1460¿¿'nominal'¿¿{"start":{"line":142,"column":21},"end":{"line":142,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1388¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1389¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1390¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":137,"column":22},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1391¿Identifier¿¿1460¿v78¿¿¿¿¿Identifier
1392¿Literal¿string¿1460¿¿'Date'¿¿{"start":{"line":143,"column":4},"end":{"line":143,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1393¿Literal¿string¿1460¿¿'scale'¿¿{"start":{"line":143,"column":12},"end":{"line":143,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1394¿VariableDeclarator¿¿1460¿v79¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿VariableDeclarator
1395¿ObjectExpression¿¿1460¿¿¿¿¿¿ObjectExpression
1396¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1397¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1398¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1399¿Identifier¿¿1460¿v79¿¿¿¿¿Identifier
1400¿Literal¿string¿1460¿¿'LevelManagement'¿¿{"start":{"line":146,"column":4},"end":{"line":146,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1401¿Literal¿string¿1460¿¿'Level of Management'¿¿{"start":{"line":146,"column":23},"end":{"line":146,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1402¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1403¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1404¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1405¿Identifier¿¿1460¿v79¿¿¿¿¿Identifier
1406¿Literal¿string¿1460¿¿'Gender'¿¿{"start":{"line":147,"column":4},"end":{"line":147,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1407¿Literal¿string¿1460¿¿'Gender'¿¿{"start":{"line":147,"column":14},"end":{"line":147,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1408¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1409¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1410¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1411¿Identifier¿¿1460¿v79¿¿¿¿¿Identifier
1412¿Literal¿string¿1460¿¿'Age'¿¿{"start":{"line":148,"column":4},"end":{"line":148,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1413¿Literal¿string¿1460¿¿'Age'¿¿{"start":{"line":148,"column":11},"end":{"line":148,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1414¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1415¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1416¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1417¿Identifier¿¿1460¿v79¿¿¿¿¿Identifier
1418¿Literal¿string¿1460¿¿'EducationLevel'¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1419¿Literal¿string¿1460¿¿'Education Level'¿¿{"start":{"line":149,"column":22},"end":{"line":149,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1420¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1421¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
1422¿MemberExpression¿computed¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿MemberExpression
1423¿Identifier¿¿1460¿v79¿¿¿¿¿Identifier
1424¿Literal¿string¿1460¿¿'MaritalStatus'¿¿{"start":{"line":150,"column":4},"end":{"line":150,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1425¿Literal¿string¿1460¿¿'Marital Status'¿¿{"start":{"line":150,"column":21},"end":{"line":150,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿Literal
1426¿ExpressionStatement¿¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿ExpressionStatement
1427¿AssignmentExpression¿=¿1460¿¿¿¿{"start":{"line":145,"column":19},"end":{"line":152,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/json_to_spss/convertJsonToSpss.js"}¿¿AssignmentExpression
