Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
987¿Program¿¿-1¿¿¿¿{"start":{"line":23,"column":0},"end":{"line":165,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Program
1097¿Identifier¿¿1734¿ext¿¿¿{"start":{"line":53,"column":71},"end":{"line":53,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Identifier
1098¿ReturnStatement¿¿1734¿¿¿¿¿¿ReturnStatement
1099¿Identifier¿¿1734¿v101¿¿¿¿¿Identifier
1100¿BlockStatement¿¿1734¿¿¿¿¿¿BlockStatement
1101¿VariableDeclarator¿¿1731¿v103¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿VariableDeclarator
1102¿CallExpression¿¿1731¿¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿CallExpression
1103¿MemberExpression¿¿1731¿¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿MemberExpression
1104¿Identifier¿¿1731¿filename¿¿¿{"start":{"line":53,"column":11},"end":{"line":53,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Identifier
1105¿Identifier¿¿1731¿replace¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Identifier
1106¿Literal¿object¿1731¿¿/\.\w+$/¿¿{"start":{"line":53,"column":28},"end":{"line":53,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/nestflix/img.js"}¿¿Literal
1107¿Identifier¿¿1731¿v102¿¿¿¿¿Identifier
